TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=100 F=POINT
1  0.3909342814E-04  0.1954671407E-04  0.1572208282E-17  0.1103959724E-17  0.1026202489E-03 -0.9903812855E-03  0.1541794171E+00 -0.8803052303E+00  0.8013475391E-01  0.4401309724E+01  0.1124350000E+02  0.1541794171E+00  0.1762278796E+01 -0.9903812855E-03 -0.9903812855E-03  0.1541794171E+00  0.0000000000E+00  0.0000000000E+00 -0.8803052303E+00  0.8013475391E-01  0.4401309724E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1541794171E+00  0.1762278796E+01 -0.9903812855E-03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
2  0.1140784030E-04  0.4512451812E-05  0.1647231922E-04  0.7741319364E-06  0.2943831696E-04 -0.6090366894E-03  0.1373533177E+00 -0.7836671397E+00  0.7288127420E-01  0.3908454236E+01  0.1848190000E+02  0.1373533177E+00  0.1569955606E+01 -0.6090366894E-03 -0.6090366894E-03  0.1373533177E+00  0.0000000000E+00  0.0000000000E+00 -0.7836671397E+00  0.7288127420E-01  0.3908454236E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1373533177E+00  0.1569955606E+01 -0.6090366894E-03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
3  0.7712648935E-05  0.6157822438E-05  0.1010836830E-04  0.8364291854E-06  0.1962860627E-04  0.9825963119E-03  0.9165691836E-01 -0.5233033913E+00  0.4269872456E-01  0.2519636099E+01  0.2571750000E+02  0.9165691836E-01  0.1047643374E+01  0.9825963119E-03  0.9825963119E-03  0.9165691836E-01  0.0000000000E+00  0.0000000000E+00 -0.5233033913E+00  0.4269872456E-01  0.2519636099E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.9165691836E-01  0.1047643374E+01  0.9825963119E-03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
4  0.3973256662E-05  0.5684921999E-05  0.3692317964E-05  0.5882688184E-06  0.1106224234E-04  0.1216935330E-02  0.7731313739E-01 -0.4421324462E+00  0.3500779901E-01  0.2035592334E+01  0.3295340000E+02  0.7731313739E-01  0.8836932060E+00  0.1216935330E-02  0.1216935330E-02  0.7731313739E-01  0.0000000000E+00  0.0000000000E+00 -0.4421324462E+00  0.3500779901E-01  0.2035592334E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.7731313739E-01  0.8836932060E+00  0.1216935330E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
5  0.3609743060E-05  0.4444485138E-05  0.3570392824E-05  0.4982003669E-06  0.1028993388E-04  0.9401770041E-03  0.6624061935E-01 -0.3789102084E+00  0.3017670155E-01  0.1662147235E+01  0.3805830000E+02  0.6624061935E-01  0.7571337431E+00  0.9401770041E-03  0.9401770041E-03  0.6624061935E-01  0.0000000000E+00  0.0000000000E+00 -0.3789102084E+00  0.3017670155E-01  0.1662147235E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6624061935E-01  0.7571337431E+00  0.9401770041E-03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
6  0.2272719958E-05  0.3033482740E-05  0.3079301258E-05  0.3502896777E-06  0.6469724199E-05  0.4785194413E-03  0.6233183126E-01 -0.3560290581E+00  0.2958668219E-01  0.1527658097E+01  0.4529450000E+02  0.6233183126E-01  0.7124560900E+00  0.4785194413E-03  0.4785194413E-03  0.6233183126E-01  0.0000000000E+00  0.0000000000E+00 -0.3560290581E+00  0.2958668219E-01  0.1527658097E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6233183126E-01  0.7124560900E+00  0.4785194413E-03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
7  0.1620608626E-05  0.1899118580E-05  0.1971059047E-05  0.3022584738E-06  0.4492149183E-05 -0.2564760267E-04  0.6289080007E-01 -0.3586067792E+00  0.3139709468E-01  0.1563292677E+01  0.5040010000E+02  0.6289080007E-01  0.7188451332E+00 -0.2564760267E-04 -0.2564760267E-04  0.6289080007E-01  0.0000000000E+00  0.0000000000E+00 -0.3586067792E+00  0.3139709468E-01  0.1563292677E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6289080007E-01  0.7188451332E+00 -0.2564760267E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
8  0.1165598230E-05  0.1396402173E-05  0.1658810699E-05  0.2600203748E-06  0.3099421720E-05 -0.1885867039E-03  0.6569157637E-01 -0.3744953325E+00  0.3333959333E-01  0.1677865115E+01  0.5763690000E+02  0.6569157637E-01  0.7508581536E+00 -0.1885867039E-03 -0.1885867039E-03  0.6569157637E-01  0.0000000000E+00  0.0000000000E+00 -0.3744953325E+00  0.3333959333E-01  0.1677865115E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6569157637E-01  0.7508581536E+00 -0.1885867039E-03  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
9  0.9298692738E-06  0.1272496112E-05  0.1492934716E-05  0.2160049061E-06  0.2441784098E-05 -0.7913533322E-04  0.6809695132E-01 -0.3885222145E+00  0.3419090585E-01  0.1751244687E+01  0.6274230000E+02  0.6809695132E-01  0.7783517157E+00 -0.7913533322E-04 -0.7913533322E-04  0.6809695132E-01  0.0000000000E+00  0.0000000000E+00 -0.3885222145E+00  0.3419090585E-01  0.1751244687E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6809695132E-01  0.7783517157E+00 -0.7913533322E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
10  0.8804327884E-06  0.1061161005E-05  0.1052017744E-05  0.1894100537E-06  0.2355717764E-05  0.4721195919E-04  0.6862805889E-01 -0.3918033419E+00  0.3399935280E-01  0.1736642009E+01  0.6997910000E+02  0.6862805889E-01  0.7844223032E+00  0.4721195919E-04  0.4721195919E-04  0.6862805889E-01  0.0000000000E+00  0.0000000000E+00 -0.3918033419E+00  0.3399935280E-01  0.1736642009E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6862805889E-01  0.7844223032E+00  0.4721195919E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
11  0.7088739226E-06  0.9863880180E-06  0.9862171284E-06  0.1587958774E-06  0.1905529262E-05  0.5438492190E-04  0.6732291328E-01 -0.3843194632E+00  0.3332181438E-01  0.1670279726E+01  0.2312517000E+03  0.6732291328E-01  0.7695044205E+00  0.5438492190E-04  0.5438492190E-04  0.6732291328E-01  0.0000000000E+00  0.0000000000E+00 -0.3843194632E+00  0.3332181438E-01  0.1670279726E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6732291328E-01  0.7695044205E+00  0.5438492190E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
12  0.6029081018E-06  0.9658052254E-06  0.8960275828E-06  0.1337002250E-06  0.1632198413E-05 -0.1381051791E-04  0.6551355793E-01 -0.3738124308E+00  0.3270262525E-01  0.1619111313E+01  0.2384879000E+03  0.6551355793E-01  0.7488233939E+00 -0.1381051791E-04 -0.1381051791E-04  0.6551355793E-01  0.0000000000E+00  0.0000000000E+00 -0.3738124308E+00  0.3270262525E-01  0.1619111313E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6551355793E-01  0.7488233939E+00 -0.1381051791E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
13  0.5752943834E-06  0.8805936450E-06  0.6793858337E-06  0.1263136704E-06  0.1566167204E-05 -0.3962282972E-04  0.6438851370E-01 -0.3672963375E+00  0.3233271620E-01  0.1612867889E+01  0.2435963000E+03  0.6438851370E-01  0.7359640793E+00 -0.3962282972E-04 -0.3962282972E-04  0.6438851370E-01  0.0000000000E+00  0.0000000000E+00 -0.3672963375E+00  0.3233271620E-01  0.1612867889E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6438851370E-01  0.7359640793E+00 -0.3962282972E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
14  0.4783901665E-06  0.8391778310E-06  0.6835568038E-06  0.1137570146E-06  0.1307129385E-05 -0.1771548248E-04  0.6420115719E-01 -0.3662601645E+00  0.3224956787E-01  0.1632540760E+01  0.2508346000E+03  0.6420115719E-01  0.7338225844E+00 -0.1771548248E-04 -0.1771548248E-04  0.6420115719E-01  0.0000000000E+00  0.0000000000E+00 -0.3662601645E+00  0.3224956787E-01  0.1632540760E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6420115719E-01  0.7338225844E+00 -0.1771548248E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
15  0.4199873618E-06  0.7736965599E-06  0.6359907636E-06  0.9803464005E-07  0.1145103744E-05 -0.2385829361E-04  0.6456689815E-01 -0.3683937885E+00  0.3244870454E-01  0.1647982239E+01  0.2559428000E+03  0.6456689815E-01  0.7380030227E+00 -0.2385829361E-04 -0.2385829361E-04  0.6456689815E-01  0.0000000000E+00  0.0000000000E+00 -0.3683937885E+00  0.3244870454E-01  0.1647982239E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6456689815E-01  0.7380030227E+00 -0.2385829361E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
16  0.3943953201E-06  0.6780446684E-06  0.4775226717E-06  0.8908706705E-07  0.1067408912E-05 -0.8210671930E-04  0.6511748876E-01 -0.3715189127E+00  0.3284499001E-01  0.1651589962E+01  0.2631806000E+03  0.6511748876E-01  0.7442963023E+00 -0.8210671930E-04 -0.8210671930E-04  0.6511748876E-01  0.0000000000E+00  0.0000000000E+00 -0.3715189127E+00  0.3284499001E-01  0.1651589962E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6511748876E-01  0.7442963023E+00 -0.8210671930E-04  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
